teamId,league_code,style_cluster,similarity
1612,England,1,0.8828352506116673
1609,England,1,0.8730654577696654
1611,England,2,0.8502707318388308
2444,Germany,1,0.7597796107198338
1625,England,1,0.7494947879376208
