teamId,passes_total,passes_accurate,long_balls,final_third_entries,box_entries,wide_actions,defensive_duels,high_press_actions,set_pieces,shots_total,goals,matches_played,avg_pass_distance_m,avg_forward_progress,league_code,pass_accuracy_pct,long_ball_pct,wide_action_pct,high_press_pct,passes_total_per_match,passes_accurate_per_match,long_balls_per_match,final_third_entries_per_match,box_entries_per_match,wide_actions_per_match,defensive_duels_per_match,high_press_actions_per_match,set_pieces_per_match,shots_total_per_match,goals_per_match
687,18440,15890,3112,2186,1091,13046,2269,755,1793,450,59,38,19.611142363140413,2.391138293576897,Spain,86.1713665943601,16.8763557483731,70.74837310195228,33.27457029528426,485.2631578947368,418.1578947368421,81.89473684210526,57.526315789473685,28.710526315789473,343.3157894736842,59.71052631578947,19.86842105263158,47.18421052631579,11.842105263157896,1.5526315789473684
691,14641,11685,2857,2134,938,10236,2527,719,1785,361,30,38,19.3309494912648,3.3121559775570155,Spain,79.81012225940852,19.51369441978007,69.91325729116863,28.45271072417887,385.2894736842105,307.5,75.1842105263158,56.1578947368421,24.68421052631579,269.36842105263156,66.5,18.92105263157895,46.973684210526315,9.5,0.7894736842105263
692,18767,15964,3320,2256,1043,12490,2306,693,1632,386,53,38,19.547425369229114,2.6634137264731783,Spain,85.06420845100442,17.690627164704,66.55299195396174,30.0520381613183,493.86842105263156,420.10526315789474,87.36842105263158,59.36842105263158,27.44736842105263,328.6842105263158,60.68421052631579,18.236842105263158,42.94736842105263,10.157894736842104,1.394736842105263
695,12416,9829,2510,1920,944,8884,2376,760,1775,352,32,38,19.628899300256705,3.4397697614135048,Spain,79.16398195876289,20.215850515463917,71.5528350515464,31.986531986531986,326.7368421052632,258.6578947368421,66.05263157894737,50.526315789473685,24.842105263157894,233.78947368421052,62.526315789473685,20.0,46.71052631578947,9.263157894736842,0.8421052631578947
696,11427,8871,2340,1818,730,7717,2557,762,1805,331,38,38,19.49766976293907,3.526178084216689,Spain,77.63192438960357,20.477815699658702,67.53303579242146,29.80054751662104,300.7105263157895,233.44736842105263,61.578947368421055,47.8421052631579,19.210526315789473,203.07894736842104,67.28947368421052,20.05263157894737,47.5,8.710526315789474,1.0
698,10692,7803,2633,2142,859,7728,2699,889,1955,317,35,38,19.851166741748845,4.44061152010445,Spain,72.97979797979798,24.6258885147774,72.27833894500561,32.93812523156724,281.36842105263156,205.3421052631579,69.28947368421052,56.36842105263158,22.605263157894736,203.3684210526316,71.02631578947368,23.394736842105264,51.44736842105263,8.342105263157896,0.9210526315789473
701,15224,11909,3746,2853,1084,11058,2208,951,2004,405,39,38,20.48144208884985,3.752340359563546,Spain,78.22517078297425,24.60588544403573,72.6353126642144,43.07065217391305,400.63157894736844,313.39473684210526,98.57894736842105,75.07894736842105,28.526315789473685,291.0,58.10526315789474,25.026315789473685,52.73684210526316,10.657894736842104,1.0263157894736843
712,12234,9492,2563,1976,784,8752,2622,828,1844,356,30,38,19.392491336714098,3.9885239255492766,Spain,77.58705247670427,20.949811999346085,71.53833578551577,31.57894736842105,321.94736842105266,249.78947368421052,67.44736842105263,52.0,20.63157894736842,230.31578947368422,69.0,21.789473684210527,48.526315789473685,9.368421052631579,0.7894736842105263
714,17148,14568,2656,2088,904,11363,2420,723,1842,339,18,38,18.38828518114978,2.6473691783699356,Spain,84.95451364590623,15.488686727315141,66.26428738045253,29.87603305785124,451.2631578947368,383.36842105263156,69.89473684210526,54.94736842105263,23.789473684210527,299.0263157894737,63.68421052631579,19.026315789473685,48.473684210526315,8.921052631578947,0.47368421052631576
756,13507,10940,3113,2043,900,9430,2406,846,1745,387,42,38,20.09062116463732,3.458293751704674,Spain,80.99503960909158,23.04730880284297,69.81565114385133,35.16209476309227,355.44736842105266,287.89473684210526,81.92105263157895,53.76315789473684,23.68421052631579,248.1578947368421,63.31578947368421,22.263157894736842,45.921052631578945,10.18421052631579,1.105263157894737
1609,22782,19728,3002,2944,1522,14931,2379,761,1554,538,69,38,18.614427372982107,2.6105735726276817,England,86.59468001053463,13.177069616363795,65.53858309191467,31.988230348886088,599.5263157894736,519.1578947368421,79.0,77.47368421052632,40.05263157894737,392.92105263157896,62.60526315789474,20.026315789473685,40.89473684210526,14.157894736842104,1.8157894736842106
1610,20467,17600,3079,2711,1357,13548,2281,640,1559,550,55,38,19.409676427323994,2.620624046391702,England,85.99208481946549,15.043728929496261,66.19436165534763,28.05786935554581,538.6052631578947,463.1578947368421,81.02631578947368,71.34210526315789,35.71052631578947,356.5263157894737,60.026315789473685,16.842105263157894,41.026315789473685,14.473684210526315,1.4473684210526316
